0    ,2023-02-13 19:28:07.241499    ,0.020     ,1e-05  
1    ,2023-02-13 19:28:22.193040    ,0.020     ,1e-05  
2    ,2023-02-13 19:28:37.871584    ,0.020     ,1e-05  
3    ,2023-02-13 19:28:54.527967    ,0.020     ,1e-05  
4    ,2023-02-13 19:29:11.056985    ,0.020     ,1e-05  
5    ,2023-02-13 19:29:27.532247    ,0.020     ,1e-05  
6    ,2023-02-13 19:29:44.558825    ,0.020     ,1e-05  
7    ,2023-02-13 19:30:01.442875    ,0.020     ,1e-05  
8    ,2023-02-13 19:30:17.283185    ,0.020     ,1e-05  
0    ,2023-02-13 19:31:06.274492    ,0.020     ,0.0001 
1    ,2023-02-13 19:31:22.537455    ,0.063     ,0.0001 
2    ,2023-02-13 19:31:38.870082    ,0.084     ,0.0001 
3    ,2023-02-13 19:31:55.287419    ,0.135     ,0.0001 
4    ,2023-02-13 19:32:09.247513    ,0.281     ,0.0001 
5    ,2023-02-13 19:32:42.704262    ,0.445     ,0.0001 
6    ,2023-02-13 19:33:16.359886    ,0.550     ,0.0001 
7    ,2023-02-13 19:33:48.467796    ,0.594     ,0.0001 
8    ,2023-02-13 19:34:11.382288    ,0.635     ,0.0001 
9    ,2023-02-13 19:34:34.447009    ,0.683     ,0.0001 
10   ,2023-02-13 19:34:57.912796    ,0.711     ,0.0001 
11   ,2023-02-13 19:35:25.116842    ,0.731     ,0.0001 
12   ,2023-02-13 19:35:52.196665    ,0.740     ,0.0001 
13   ,2023-02-13 19:36:18.096522    ,0.751     ,0.0001 
14   ,2023-02-13 19:36:41.502067    ,0.762     ,0.0001 
15   ,2023-02-13 19:37:03.117185    ,0.766     ,0.0001 
16   ,2023-02-13 19:37:25.734094    ,0.766     ,0.0001 
17   ,2023-02-13 19:37:48.470559    ,0.770     ,0.0001 
18   ,2023-02-13 19:38:11.175544    ,0.782     ,0.0001 
19   ,2023-02-13 19:38:30.065033    ,0.786     ,0.0001 
20   ,2023-02-13 19:38:48.910217    ,0.787     ,0.0001 
21   ,2023-02-13 19:39:20.747574    ,0.787     ,0.0001 
22   ,2023-02-13 19:39:45.625502    ,0.795     ,0.0001 
23   ,2023-02-13 19:40:14.749996    ,0.800     ,0.0001 
24   ,2023-02-13 19:40:38.403785    ,0.809     ,0.0001 
25   ,2023-02-13 19:41:01.390563    ,0.806     ,0.0001 
26   ,2023-02-13 19:41:18.076861    ,0.814     ,0.0001 
27   ,2023-02-13 19:41:41.413270    ,0.808     ,0.0001 
28   ,2023-02-13 19:42:11.209327    ,0.810     ,0.0001 
29   ,2023-02-13 19:42:37.770244    ,0.809     ,0.0001 
30   ,2023-02-13 19:43:01.413083    ,0.811     ,0.0001 
31   ,2023-02-13 19:43:15.077400    ,0.813     ,0.0001 
32   ,2023-02-13 19:43:41.590150    ,0.825     ,0.0001 
33   ,2023-02-13 19:44:05.870627    ,0.819     ,0.0001 
34   ,2023-02-13 19:44:30.740167    ,0.825     ,0.0001 
35   ,2023-02-13 19:44:55.752341    ,0.824     ,0.0001 
36   ,2023-02-13 19:45:21.077582    ,0.839     ,0.0001 
37   ,2023-02-13 19:45:50.243140    ,0.831     ,0.0001 
38   ,2023-02-13 19:46:14.243634    ,0.839     ,0.0001 
39   ,2023-02-13 19:46:40.591800    ,0.841     ,0.0001 
40   ,2023-02-13 19:47:06.372551    ,0.838     ,0.0001 
41   ,2023-02-13 19:47:30.161949    ,0.838     ,0.0001 
42   ,2023-02-13 19:47:57.331143    ,0.845     ,0.0001 
43   ,2023-02-13 19:48:24.356846    ,0.847     ,0.0001 
44   ,2023-02-13 19:48:50.301904    ,0.856     ,0.0001 
45   ,2023-02-13 19:49:19.806301    ,0.853     ,0.0001 
46   ,2023-02-13 19:49:42.655652    ,0.845     ,0.0001 
47   ,2023-02-13 19:50:10.078548    ,0.853     ,0.0001 
48   ,2023-02-13 19:50:24.402608    ,0.854     ,0.0001 
49   ,2023-02-13 19:50:44.820757    ,0.851     ,0.0001 
50   ,2023-02-13 19:50:59.485304    ,0.864     ,0.0001 
51   ,2023-02-13 19:51:22.623121    ,0.854     ,0.0001 
52   ,2023-02-13 19:51:48.457633    ,0.857     ,0.0001 
53   ,2023-02-13 19:52:26.128202    ,0.851     ,0.0001 
54   ,2023-02-13 19:52:58.097545    ,0.857     ,0.0001 
55   ,2023-02-13 19:53:29.186958    ,0.858     ,0.0001 
56   ,2023-02-13 19:53:54.825189    ,0.861     ,0.0001 
57   ,2023-02-13 19:54:20.976539    ,0.856     ,0.0001 
58   ,2023-02-13 19:54:46.995640    ,0.863     ,0.0001 
59   ,2023-02-13 19:55:07.077378    ,0.858     ,0.0001 
60   ,2023-02-13 19:55:32.933674    ,0.859     ,0.0001 
61   ,2023-02-13 19:55:55.933829    ,0.860     ,0.0001 
62   ,2023-02-13 19:56:22.453200    ,0.861     ,0.0001 
63   ,2023-02-13 19:56:38.024087    ,0.861     ,0.0001 
64   ,2023-02-13 19:56:51.353617    ,0.870     ,0.0001 
65   ,2023-02-13 19:57:03.804388    ,0.864     ,0.0001 
66   ,2023-02-13 19:57:22.253018    ,0.862     ,0.0001 
67   ,2023-02-13 19:57:35.398967    ,0.867     ,0.0001 
68   ,2023-02-13 19:57:48.466436    ,0.871     ,0.0001 
69   ,2023-02-13 19:58:06.702588    ,0.870     ,0.0001 
70   ,2023-02-13 19:58:29.045582    ,0.871     ,0.0001 
71   ,2023-02-13 19:58:44.000405    ,0.866     ,0.0001 
72   ,2023-02-13 19:59:04.075480    ,0.857     ,0.0001 
73   ,2023-02-13 19:59:31.311564    ,0.863     ,0.0001 
74   ,2023-02-13 19:59:54.765666    ,0.860     ,0.0001 
75   ,2023-02-13 20:00:24.963130    ,0.866     ,0.0001 
76   ,2023-02-13 20:00:53.615173    ,0.871     ,0.0001 
77   ,2023-02-13 20:01:21.097920    ,0.871     ,0.0001 
78   ,2023-02-13 20:01:51.185434    ,0.867     ,0.0001 
79   ,2023-02-13 20:02:18.645977    ,0.870     ,0.0001 
80   ,2023-02-13 20:02:40.786032    ,0.879     ,0.0001 
81   ,2023-02-13 20:03:01.180105    ,0.867     ,0.0001 
82   ,2023-02-13 20:03:30.506897    ,0.872     ,0.0001 
83   ,2023-02-13 20:03:53.044614    ,0.874     ,0.0001 
84   ,2023-02-13 20:04:21.075612    ,0.873     ,0.0001 
85   ,2023-02-13 20:04:48.023485    ,0.873     ,0.0001 
86   ,2023-02-13 20:05:17.242261    ,0.874     ,0.0001 
87   ,2023-02-13 20:05:45.178237    ,0.878     ,0.0001 
88   ,2023-02-13 20:06:07.068234    ,0.875     ,0.0001 
89   ,2023-02-13 20:06:29.286288    ,0.875     ,0.0001 
90   ,2023-02-13 20:06:43.791868    ,0.887     ,0.0001 
91   ,2023-02-13 20:07:07.448010    ,0.878     ,0.0001 
92   ,2023-02-13 20:07:19.652144    ,0.883     ,0.0001 
93   ,2023-02-13 20:07:31.053666    ,0.878     ,0.0001 
94   ,2023-02-13 20:07:42.339067    ,0.882     ,0.0001 
95   ,2023-02-13 20:07:57.987540    ,0.880     ,0.0001 
96   ,2023-02-13 20:08:16.800903    ,0.883     ,0.0001 
97   ,2023-02-13 20:08:35.845956    ,0.881     ,0.0001 
98   ,2023-02-13 20:08:47.542811    ,0.887     ,0.0001 
99   ,2023-02-13 20:08:58.986320    ,0.880     ,0.0001 
100  ,2023-02-13 20:09:24.102752    ,0.883     ,0.0001 
101  ,2023-02-13 20:09:48.554851    ,0.882     ,0.0001 
102  ,2023-02-13 20:10:07.253621    ,0.881     ,0.0001 
103  ,2023-02-13 20:10:26.954618    ,0.881     ,0.0001 
104  ,2023-02-13 20:10:53.083647    ,0.884     ,0.0001 
105  ,2023-02-13 20:11:16.181101    ,0.881     ,0.0001 
106  ,2023-02-13 20:11:39.852026    ,0.892     ,0.0001 
107  ,2023-02-13 20:12:04.532687    ,0.884     ,0.0001 
108  ,2023-02-13 20:12:28.063723    ,0.879     ,0.0001 
109  ,2023-02-13 20:12:50.760148    ,0.878     ,0.0001 
110  ,2023-02-13 20:13:14.546173    ,0.880     ,0.0001 
111  ,2023-02-13 20:13:43.150770    ,0.883     ,0.0001 
